,Address,Area,City,HomeType,isNew,Latitude,Longitude,PostalCode,Price,ID,PaymentOnAccount,DistanceToShopping,DistanceToTransportation,DistanceToSchool,DistanceToForest,DistanceToWater,Balcony,Floors,Rooms,Toilets,Connection,LivingArea,YearOfConstruction,EstateValue,EnergyRating,Level,GroundArea,LandValue,Sewers,Basement,PriceDevelopment,Accessories,Heating,Windows,YearOfValuation,Exterior,NetOwnerFee,GrossOwnerFee
2205,"Alliancevej 8A, st.. mf.",105.0,København SV,Ejerlejlighed,False,55.6481323108409,12.551441815008,2450,4.195.000 ,177A00003,,5.000  m,2.100  m,2.700  m,,,,2,4,1,"Kabel-tv, Yousee",174  m2,1864,1.900.000,C,,1.210  m2,399.500,Offentlig,,-4%,"Kogeplader mrk ukendt  -  Indbygningsovn mrk Gram  -  Opvaskemaskine mrk Bosch  -  Køleskab mrk Blomberg  -  Køle/fryseskab mrk Gram  -  Dybfryser mrk Blomberg  -  Emhætte mrk Wasco  -  Vaskemaskine med tørretumbler mrk Indesit  -  Robot plæneklipper m. ladestationSælger oplyser, at der skal lægges ny ledning i haven til ladestation.",Varmepumpe (Elektricitet),"Tolags energirude, etlags glasrude, tolags termorude",2018,,14.295  , 12.380  kr.
2206,"Andrei Sakharovs Vej 17, 6. tv., Projektnr. I 610",109.0,København SV,Ejerlejlighed,False,55.6566645897994,12.560510744212802,2450,5.595.000 ,177Q00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,"Frederikskaj 2E, 1. tv.",117.0,København SV,Ejerlejlighed,False,55.6463097634824,12.5445028839698,2450,5.200.000 ,1770000989,,500  m,600  m,600  m,,,,1,5,,,126  m2,2019,3.398.000,,,380  m2,700.000,,,0%,Indbygningsovn AEGOpvaskemaskine AEGInduktionskogeplade AEGKøle-/frysskab AEGEmhætte AEG,,3-lags lavenergiruder,2017,,13.155  , 11.372  kr.
2250,"Monica Zetterlunds Vej 15, 1. tv., Magnolieholm",114.0,København SV,Ejerlejlighed,False,55.6463458239504,12.5473217501241,2450,4.800.000 ,177I00033,,3.500  m,550  m,,,350  m,,,2,1,,69  m2,1955,550.000,,,1.817  m2,211.600,,,0%,Gorenje kogepladerGorenje ovnWhirlpool vaskemaskineWhirlpool tørretumblerGram køle/fryseskabUkendt emhætteHavetraktor samt græsslåmaskine medfølger,,,2018,,2.840  , 2.425  kr.
2251,"Frederikskaj 2H, st.. th.",111.0,København SV,Ejerlejlighed,False,55.6466431372536,12.5445664211192,2450,4.395.000 ,1770000329,,1.600  m,650  m,,,550  m,,,2,,,51  m2,1950,520.000,,,1.692  m2,235.600,,,0%,,,,2018,,3.146  , 2.686  kr.
2252,"Monica Zetterlunds Vej 15, 2. tv., Magnolieholm",114.0,København SV,Ejerlejlighed,False,55.646320679274794,12.5484948165999,2450,4.900.000 ,1770000100,,1.100  m,250  m,,,850  m,,,3,1,,48  m2,1952,520.000,,,1.959  m2,242.600,,,0%,Gorenje køle/frysSMEG gaskomfurDen hvide Bose-højtaler bliver udskiftet med en sortMotorsav fra skuret medfølger IKKE,,,2018,,4.344  , 3.711  kr.
2253,"Monica Zetterlunds Vej 21, 3. tv., Magnolieholm",114.0,København SV,Ejerlejlighed,False,55.64667700828571,12.547491963500098,2450,5.750.000 ,177I00076,,4.200  m,1.000  m,,,650  m,,,3,1,,60  m2,1966,430.000,,,1.000  m2,126.200,,,0%,Indesit vaskemaskine - 2019Blomberg opvaskemaskine - 2019Gram komfur - med keramiske pladerElica emhætteBosch køl/fryseskab,,,2018,,4.836  , 4.132  kr.
2254,"Andrei Sakharovs Vej 21, 1. tv., Projektnr.  K 115",112.0,København SV,Ejerlejlighed,False,55.6565187591878,12.5603244522909,2450,5.395.000 ,177Q00128,,500  m,260  m,11.600  m,,,,,6,2,,201  m2,1875,1.100.000,G,,1.186  m2,426.000,,,0%,"Medfølgende hårde hvidevarer: Købeskab m/lille fryser, opvaskemaskine og lille kummefryser.Der gives ingen garanti for at nærværende indbo er funktionsdygtig på overdragelsesdagen. Der er følgende hårde hvidevarer i huset: - Opvaskemaskine type AEG - Komfur med ovn type Siemens - Køl/frys type Haka - Lille kummefryser type Atlas",,Termo,2018,Mursten / træ,5.249  , 4.536  kr.
2255,"Andrei Sakharovs Vej 25, 1. 1., Projektnr.  O 122",115.0,København SV,Ejerlejlighed,False,,,2450,5.995.000 ,177Q00129,,500  m,700  m,,,,,,1,1,,28  m2,1965,380.000,,,1.020  m2,171.200,,,0%,IKEA ovn - IKEA keramisk kogeplade - WASCO emhætte - BEKO opvaskemaskine -  køleskab -  fryser - Whirlpool tørretumbler - Whirlpool vaskemaskine -,,,2018,,2.062  , 1.759  kr.
2256,"George Marshalls Vej 31, 1. th., Projektnr. C 103",120.0,København SV,Ejerlejlighed,False,55.6587794474119,12.562272000839,2450,6.095.000 ,177U00069,,1.000  m,200  m,,,2.000  m,,,,,,,,430.000,,,1.181  m2,184.200,,,0%,,,,2018,,1.390  , 1.110  kr.
2257,"George Marshalls Vej 31, 4. th., Projektnr. C 403",120.0,København SV,Ejerlejlighed,False,55.6587794474119,12.562272000839,2450,6.645.000 ,177U00072,,2.200  m,300  m,,,1.500  m,,,3,1,,110  m2,1967,770.000,,,1.030  m2,171.900,,,0%,Siemens gladkeramisk kogepladeSiemens køleskabSiemens indbygningsovnBosch opvaskemaskineDe tilstedeværende hårde hvidevarer,,,2018,,5.727  , 4.895  kr.
2258,"Andrei Sakharovs Vej 19, 6. tv., Projektnr. K 612",114.0,København SV,Ejerlejlighed,False,55.65658332713139,12.5604201794828,2450,5.945.000 ,177Q00087,,3.300  m,500  m,,,1.200  m,,,4,1,,83  m2,1969,640.000,,,1.200  m2,209.600,,,0%,De tilstedeværende hårde hvidevarer,,,2018,,4.927  , 4.210  kr.
2259,"Andrei Sakharovs Vej 19, 3. tv., Projektnr. K312",112.0,København SV,Ejerlejlighed,False,55.65658332713139,12.5604201794828,2450,5.545.000 ,177Q00040,,3.300  m,500  m,,,1.300  m,,,3,1,,55  m2,2016,630.000,,,905  m2,161.900,,,0%,De tilstedeværende hårde hvidevarer,,,2018,,5.235  , 4.473  kr.
2260,"Andrei Sakharovs Vej 3, 1. tv., Projektnr. W 138",116.0,København SV,Ejerlejlighed,False,55.65635362593579,12.5607996191101,2450,6.395.000 ,177Q00050,,1.000  m,650  m,,,850  m,,,4,1,,92  m2,2006,960.000,,,1.385  m2,200.400,,,0%,De tilstedeværende hårde hvidevarer,,,2018,,7.246  , 6.193  kr.
2292,"Teglholmens Østkaj 72, 1., Teglholmen",123.0,København SV,Ejerlejlighed,False,55.6490277595932,12.5552147654917,2450,6.195.000 ,1770000457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,"Andrei Sakharovs Vej 25, 2. 4., Projektnr.  N 221",125.0,København SV,Ejerlejlighed,False,,,2450,5.695.000 ,177Q00130,,950  m,140  m,1.400  m,,,,1,4,1,Oplyses af sælger,110  m2,1972,1.700.000,D,,800  m2,826.800,Afløb til spildevandsforsyningens renseanlæg,,0%,Electrolux kogeplader - Electrolux indbygningsovn - Electrolux opvaskemaskine - LG køle-/fryseskab - Bosch emhætte - Electrolux vaskemaskine - Electrolux tørretumbler - Mikrobølgeovn medfølger ikke.,"Naturgas, brændeovn",2-lags energiruder,2017,,10.062  , 8.712  kr.
2294,"George Marshalls Vej 29, 5. tv., Projektnr. C1 504",127.0,København SV,Ejerlejlighed,False,55.658805672693795,12.5621121507721,2450,6.795.000 ,177U00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,"Teglholmens Østkaj 18, Teglholmen Piers - N",138.0,København SV,Rækkehus,False,55.6477714959873,12.5538297016298,2450,7.695.000 ,177P00018,,200  m,300  m,550  m,,,Yes,1,3,1,Fællesantenne,74  m2,1975,1.300.000,E,,,126.400,,,0%,Bauknecht vaskemaskineAtlas køle-/fryseskabVoss kogepladerukendt emhætte -,,,2018,,6.973  , 6.035  kr.
2305,"Teglholmens Østkaj 58, Teglholmen Piers - P",138.0,København SV,Rækkehus,False,55.6483867040886,12.554636173831401,2450,7.395.000 ,177P00027,,1.300  m,500  m,1.400  m,,,,2,6,3,Ikke oplyst,225  m2,1970,2.750.000,E,,1.265  m2,659.000,Separatkloakeret: spildevand + tag- og overfladevand,108  m2,0%,Bosch køle-/fryseskabElectrolux dybfryserVoss emhætteBosch vaskemaskineMiele tørretumblerMiele opvaskemaskine - Electrolux komfur -,Naturgas,"Tolags energirude, Tolags termoruder, 2 lags mat akryl, monteret på massiv uisoleret karm",2018,,14.295  , 12.380  kr.
2306,"Christian Langes Plads 9, 4., Projektnr. T1 430",140.0,København SV,Ejerlejlighed,False,,,2450,8.695.000 ,177Q00126,,1.300  m,300  m,1.500  m,,,,,,,Yousee,150  m2,1972,2.000.000,C,,915  m2,836.100,Privat / offentlig,,0%,Siemens indbygningsovnSiemens mikrobølgeovnSiemens kogeplader kølekab - placeret i garagenSiemens køle-/fryseskabSiemens opvaskemaskineSiemens emhætteMiele vaskemaskineMiele tørretumbler,Naturgas,Tolags energiruder,2018,,13.898  , 12.036  kr.
2307,"George Marshalls Vej 27, st.. tv., Projektnr. H0 010",138.0,København SV,Ejerlejlighed,False,55.6588351162478,12.561965317386901,2450,5.795.000 ,177U00036,,200  m,300  m,550  m,,,Yes,1,3,1,Fællesantenne,75  m2,1975,1.300.000,E,,,126.400,,,0%,Ukendt vaskemaskineUkendt emhætteUkendt køle-/fryseskabUkendt komfur,,,2018,,7.169  , 6.207  kr.
2308,"George Marshalls Vej 3, 4. th., Projektnr. V 439",137.0,København SV,Ejerlejlighed,False,55.65912511908421,12.5628155878896,2450,8.095.000 ,177U00031,,700  m,450  m,1.200  m,,,,1,6,2,Fibernet,162  m2,1971,2.050.000,D,,703  m2,776.700,Separatkloakeret: spildevand + tag- og overfladevand,,0%,Siemens køleskabBosch dybfryserUkendt emhætteElektrolux vaskemaskineSiemens komfur - Siemens opvaskemaskine -,Naturgas,Tolags energirude.,2018,,12.757  , 11.047  kr.
2314,"Frederikskaj 2R, 6. tv.",147.0,København SV,Ejerlejlighed,False,55.6470903908045,12.544743452150199,2450,9.300.000 ,1770000985,,300  m,200  m,500  m,,,,,,,,,,690.000,,,675  m2,460.700,,,0%,,,,2018,,9.426  , 7.736  kr.
2315,"Teglholmens Østkaj 14, Teglholmen Piers - N",142.0,København SV,Rækkehus,False,55.64782105707211,12.553698879281098,2450,7.495.000 ,177P00015,,650  m,350  m,850  m,,,,1,6,2,"Kabel tv, sælger har Yousee",140  m2,1938,2.400.000,C,,823  m2,791.200,Offentlig,40  m2,0%,Alle i ejendommen værende hårde hvidevarer medmindre andet oplyses af sælger.,Naturgas,2-lags termoruder og 2-lags energiruder,2017,,11.302  , 9.625  kr.
2316,"Martin Luther Kings Vej 3, 7. tv.",147.0,København SV,Ejerlejlighed,False,55.6582091150295,12.5631841533707,2450,8.795.000 ,177A00009,,800  m,300  m,,,,,1,5,,,164  m2,1976,2.400.000,D,,800  m2,842.400,,80  m2,-7%,"AEG opvaskemaskine - 2009Siemens tørretumbler - 2018Baukmecht vaskemaskine - 2017AEG indbygningsovn - 2006AEG emhætte - 2006Eletrolux/AEG køleskab - 2006AEG kogeplade - 2013AEG fryser - 2009Mikroovn AEG 2006, stort am. køleskab i kælder AEG 2009, skuffeopvasker 2006",Naturgas og brændeovn,,2017,Gule sten,18.922  , 16.390  kr.
2317,"Teglholmens Østkaj 52, 1. tv., Teglholmen Piers - P",146.0,København SV,Ejerlejlighed,False,55.648458946351006,12.554439509716598,2450,6.095.000 ,177P00023,,400  m,350  m,550  m,,,,1,5,2,Kabeltv,160  m2,2018,4.595.000,A15,,788  m2,762.200,Offentlig,,-4%,"Kogeplader mrk  Siemens  -  Indbygningsovn mrk Siemens  -   Microbølgeovn mrk Hugin, Flint  -  Emhætte mrk Thermex  -  Opvaskemaskine Siemens  -  Køleskab mrk  Siemens  -  Vaskemaskine mrk Siemens  -  Tørretumbler mrk Siemens",Naturgaskedel med kombineret luft til vand varmepumpe,3-lags energiruder,2018,,16.608  , 14.384  kr.
2318,"Christian Langes Plads 13, 3. tv., Projektnr. B1 331",145.0,København SV,Ejerlejlighed,False,55.655748338552,12.560281325978698,2450,8.995.000 ,177Q00114,,700  m,350  m,800  m,,,,1,4,2,Yousee,136  m2,1968,2.100.000,C,,1.003  m2,949.300,Offentlig,,0%,Kogeplader mrk Ikea  -  Indbygningsovn mrk Bosch  -  Opvaskemaskine mrk Ikea -  Køle/fryseskab mrk Bosch  -  Emhætte mrk Asko  -  Vaskemaskine mrk Blomberg,"Centralvarme fra eget anlæg, et-kammer fyr",Energiruder - 2 lags termorude,2018,,10.374  , 8.992  kr.
2319,"Christian Langes Plads 13, 4. th., Projektnr. A1 432",150.0,København SV,Ejerlejlighed,False,55.655748338552,12.560281325978698,2450,10.895.000 ,177Q00111,,,,,,,,3,5,,,323  m2,1870,3.400.000,D,,97.514  m2,574.600,,6  m2,0%,Smeg gaskomfur - Thermia emhætte - Electrolux kogeplade - Gram/Samsung køle-/fryseskab -  5 kummefrysere -  2 skabsfrysere - Electrolux/Siemens opvaskemaskine - Whirlpool/AEG tørretumbler - AEG vaskemaskine - Bosch ovn -,Varmepumpe,,2016,,26.800  , 23.217  kr.
2320,"George Marshalls Vej 31, st.., Projektnr. C0 003",146.0,København SV,Ejerlejlighed,False,55.6587794474119,12.562272000839,2450,6.995.000 ,177U00020,,1.700  m,750  m,700  m,,,,3,4,1,Veksø Antenneforening,102  m2,1989,1.600.000,C,,301  m2,590.500,Afløb til spildevandsforsyningens renseanlæg,,0%,Siemens køle-/fryseskabEcoline emhætteMiele vaskemaskineMiele tørretumblerVoss komfur - Bosch opvaskemaskine -,Naturgas,"Tolags termoglas, tolags termorude.",2018,,10.065  , 8.715  kr.
2321,"George Marshalls vej 1, st.. th., Projektnr. X0 041",142.0,København SV,Ejerlejlighed,False,55.65908923776671,12.562936387534801,2450,8.695.000 ,177U00009,,600  m,750  m,700  m,,,,,3,1,Antenneforening,90  m2,1989,1.500.000,C,,304  m2,592.000,Offentlig,,0%,GRAM komfurElectrolux køle-/fryseskabBlomberg emhætteASKO vaskemaskineGorenje tørretumblerBauknecht opvaskemaskine -,Naturgas,tolags termorude,2018,,9.667  , 8.370  kr.
2322,"George Marshalls Vej 31, 5. tv., Projektnr. A 501",147.0,København SV,Ejerlejlighed,False,55.6587794474119,12.562272000839,2450,9.795.000 ,177U00076,,700  m,650  m,500  m,,,,1,4,2,Kabelnet via Veksø Antenneforening,129  m2,1987,2.000.000,D,,491  m2,692.300,Afløb til spildevandsforsyningens renseanlæg,,0%,Brandt Blomberg indbygningsovnBrandt Blomberg kogepladerMiele køle-/fryseskabWhirlpool fryseskabBlomberg emhætteMiele opvaskemaskine -,Naturgas,tolags energi- og termorude,2018,,13.544  , 11.730  kr.
2341,"Teglholmens Østkaj 96, Teglholmen",154.0,København SV,Rækkehus,False,55.6489232380549,12.555355551505999,2450,7.995.000 ,1770000750,,500  m,,1.500  m,800  m,50  m,,3,3,2,,108  m2,1870,1.100.000,C,,162  m2,311.800,Offentlig,8  m2,-6%,"Inductions kogeplade, emhætte mrk. Siemens, opvaskemaskine mrk. Siemens, køleskab m/fryser mrk. Siemens samt Siemens indbygningsovn og indbygnings combiovn.",,Termovinduer,2017,,9.692  , 8.359  kr.
2342,"George Marshalls Vej 29, 6. th., Projektnr. D 606",159.0,København SV,Ejerlejlighed,False,55.658805672693795,12.5621121507721,2450,8.995.000 ,177U00068,,350  m,350  m,350  m,,,,,,,,,,165.000,,,700  m2,165.000,Offentlig,,-24%,,,,2018,,466  , 347  kr.
2352,"Albert Schweitzers Vej 8, Sivholm",178.0,København SV,Rækkehus,False,55.65713420256989,12.560601451782698,2450,13.495.000 ,177S00061,,6.000  m,,7.000  m,,,,1,4,1,,90  m2,1964,370.000,E,,924  m2,132.000,Offentlig kloak,,-8%,"Elkomfur mrk. Brandt/Blomberg, emhætte mrk. Blomberg, køleskab mrk. Electrolux, opvaskemaskine mrk. Zanussi, vaskemaskine mrk. Bosch.",,Koblede vinduer,2017,,2.162  , 1.861  kr.
2353,"Albert Schweitzers Vej 84, Sivholm",180.0,København SV,Rækkehus,False,55.6572642901965,12.560085237202301,2450,12.295.000 ,177S00056,,400  m,,1.000  m,,,,1,5,1,,114  m2,1932,340.000,G,,903  m2,147.000,Offentlig,5  m2,0%,Keramisk kogeplade - Indbygnmingsovn -Emhætte - Køleskab - Opvaskemaskine,,Termo,2018,,2.739  , 2.359  kr.
2359,"Albert Schweitzers Vej 44, Sivholm",193.0,København SV,Rækkehus,False,55.6580780856149,12.5610435040769,2450,12.395.000 ,177S00048,,,,,,,,1,3,1,,91  m2,1800,360.000,G,,1.470  m2,80.600,,,0%,Keramisk elkomfur - Emhætte - Køleskab - Vaskemaskine,,,2018,,1.471  , 1.267  kr.
2366,"Albert Schweitzers Vej 72, Sivholm",243.0,København SV,Rækkehus,False,55.65758544631311,12.559987180152199,2450,12.295.000 ,177S00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,"Vigerslevvej 332, st.. tv.",59.0,Valby,Ejerlejlighed,True,55.6466335365938,12.4942931269167,2500,1.849.000 ,1490000096,,200  m,,5.000  m,,400  m,,,0,,,,,420.000,,,859  m2,258.800,Er betalt,,0%,,,,2016,,2.878  , 2.330  kr.
2375,"Lauravej 9, st.. th.",56.0,Valby,Ejerlejlighed,True,55.6680809250095,12.510365927816698,2500,1.998.000 ,1490000074,,8.000  m,,,,600  m,,1,4,1,,97  m2,1992,1.050.000,,,2.500  m2,394.900,Septiktank,,0%,"Keramisk el-komfur mrk. Gram, emhætte mrk. Voss, opvaskemaskine mrk. Bosch, køle-/fryseskab, vaskemaskine mrk. Electrolux, tørretumbler mrk. Zanussi.I øvrigt medfølger indbo som beset, dog undtaget personlige effekter.",,Termovinduer,2017,,6.833  , 5.826  kr.
2376,"Lauravej 7, 4. tv.",56.0,Valby,Ejerlejlighed,True,55.6679781755661,12.5103839226121,2500,2.275.000 ,1490000065,,4.000  m,1.000  m,,,400  m,,1,2,1,,44  m2,1974,630.000,,,,25.100,Septiktank,,0%,"Køleskab, kogeplade, emhætte og miniovn.I øvrigt medfølger indbo som beset, dog undtaget personlige effekter.",,Termo,2018,,1.965  , 1.690  kr.
2377,"Bykildevej 9, 3. th.",60.0,Valby,Ejerlejlighed,False,55.667528143838304,12.5189281869647,2500,2.395.000 ,1490000085,,800  m,,5.000  m,,,,,,,,,,183.200,,,865  m2,183.200,Offentlig,,0%,,,,2016,,789  , 613  kr.
2378,"Molbechsvej 3, 1. tv.",59.0,Valby,Ejerlejlighed,False,55.66307185897511,12.5192366755318,2500,2.250.000 ,1130000020,,5.000  m,500  m,7.300  m,,5.000  m,,2,7,2,,287  m2,1900,1.400.000,C,,7.920  m2,161.700,Septiktank,,-8%,"Komfur, emhætte, opvaskemaskine, køleskab og fryser.",,Termo,2018,,6.773  , 5.841  kr.
2379,"Lauravej 1, 3. th.",57.0,Valby,Ejerlejlighed,False,55.667629351792094,12.5104387242098,2500,2.278.000 ,1130000030,,,,,,,,2,5,2,,191  m2,1930,1.050.000,D,,916  m2,52.300,,,0%,Indbygningsovn - Keramisk kogeplade - Emhætte - Køleskab - Opvaskemaskine - Microovn,,,2018,,7.753  , 6.685  kr.
2380,"Peder Hjorts Vej 1, 1. tv.",58.0,Valby,Ejerlejlighed,False,55.661680830817005,12.5120227846405,2500,2.168.000 ,1130000038,,500  m,500  m,500  m,,,,2,3,1,,100  m2,1867,650.000,F,,134  m2,186.800,,5  m2,-8%,"Indbygningsovn, Keramisk kogeplade ( en defekt kogeplade), Emhætte (defekt), Køle-fryseskab, Opvaskemaskine, Vaskemaskine, tørretumbler.",,,2018,,4.281  , 3.689  kr.
2381,"Horsekildevej 28, 4. th.",57.0,Valby,Ejerlejlighed,False,55.667946779651096,12.509677783159699,2500,2.098.000 ,1130000012,,500  m,250  m,500  m,,500  m,,2,4,1,,100  m2,1827,1.100.000,F,,422  m2,464.700,Offentlig,8  m2,0%,"Indbygningsovn, Keramisk kogeplade, Emhætte, køleskab, Opvaskemaskine.",,Enkelte med forsats,2017,,6.878  , 5.830  kr.
2382,"Vigerslevvej 278B, 1. tv.",56.0,Valby,Ejerlejlighed,False,55.6496228758394,12.4909066553696,2500,1.575.000 ,1020000067,,2.400  m,100  m,11.000  m,,100  m,,2,6,2,,261  m2,1900,1.142.800,D,,2.278  m2,208.500,Offentlig,,-4%,"Keramisk elkomfur, emhætte, opvaskemaskine, køleskab, fryseskab, vaskemaskine, tørretumbler,1. sal: elkomfur, køleskab.",,Termo,2017,,6.987  , 6.024  kr.
2383,"Horsekildevej 36, st.. th.",59.0,Valby,Ejerlejlighed,False,55.66854708514771,12.510113393074999,2500,1.999.000 ,1130000025,,500  m,50  m,4.500  m,,5.000  m,,2,3,1,,121  m2,1928,400.000,D,,366  m2,20.900,Offentlig,,0%,"Indbygningsovn, keramisk kogeplade, emhætte, Køle-/Fryseskab, opvaskemaskine",,Termo,2017,,1.967  , 1.692  kr.
2384,"Prisholmvej 9, st.. th.",56.0,Valby,Ejerlejlighed,False,55.660340580955896,12.48290884809,2500,1.650.000 ,134C00113,,2.600  m,2.000  m,6.500  m,,5.500  m,,2,9,2,,256  m2,1990,900.000,D,,3.751  m2,100.100,Offentlig,,0%,Keramisk kogepladeIndbygningsovnEmhætteKøle/frysOpvaskemaskine,,Termovinduer,2017,,5.437  , 4.686  kr.
2385,"Gammel Køge Landevej 182, st..",52.0,Valby,Ejerlejlighed,False,55.64480604382,12.502498168348598,2500,1.645.000 ,114U00660,,2.700  m,2.700  m,4.600  m,,,,2,4,1,,156  m2,1850,1.000.000,D,,57.857  m2,121.700,Septiktank,,0%,"emhætte, ovn, kogeplade, køleskab, fryseskab, opvaskemaskine.",,,2016,,5.149  , 4.439  kr.
2386,"Horsekildevej 36, 2. th.",59.0,Valby,Ejerlejlighed,False,55.66854708514771,12.510113393074999,2500,2.150.000 ,1490000024,,500  m,,7.000  m,,,,3,4,1,,113  m2,1965,690.000,C,,336  m2,164.100,Offentlig,13  m2,0%,Indbygningsovn - Keramisk kogeplade - Emhætte - Køleskab,,Termo,2017,,2.550  , 2.196  kr.
2419,"Vigerslevvej 40, st.. tv.",61.0,Valby,Ejerlejlighed,False,55.6695152573458,12.4892324826822,2500,1.795.000 ,1130000053,,,,,,,,1,3,1,,96  m2,2020,3.650.000,,,,1.224.000,,,0%,"Komplet hvidevare pakke fra Siemens: Induktionskogesektion, Ovn, Køle-fryseskab, Opvaskemaskine, Vaskemaskine og tørretumbler.",,Energy træ/alu med tre lag glas,2018,,14.110  , 12.250  kr.
2420,"Vestbanevej 16, st.. tv.",66.0,Valby,Ejerlejlighed,False,55.66448003498571,12.5210811876387,2500,2.195.000 ,149S00380,,,,,,,Yes,1,3,1,,102  m2,2020,4.000.000,,3,,2.263.418,,,0%,"Komplet hvidevare pakke fra Siemens: Induktionskogesektion, Ovn, Køle-fryseskab, Opvaskemaskine, Vaskemaskine og tørretumbler.",,Energy træ/alu med tre lag glas,2018,,15.474  , 13.433  kr.
2443,"Lyshøjgårdsvej 103, 5. 1.",75.0,Valby,Ejerlejlighed,False,55.66319553818279,12.508345878863599,2500,2.998.000 ,1130000045,,400  m,200  m,500  m,,,,1,4,1,,93  m2,1962,1.400.000,F,,702  m2,659.000,,29  m2,-4%,Electrolux køleskab - Bosch opvaskemaskine - Blomberg ovn - Electrolux kogeplade - Siemens tørretumbler - Siemens vaskemaskine - Electrolux fryser -,,Etlags glasrude og tolags termorude,2018,Mursten,10.065  , 8.736  kr.
2444,"Vigerslevvej 303, 2. TH.",75.0,Valby,Ejerlejlighed,False,55.647347348276995,12.494480146905198,2500,2.295.000 ,104T00095,,1.500  m,700  m,3.000  m,,,,,4,2,Egen antenne,108  m2,1967,1.500.000,F,,1.123  m2,618.700,,108  m2,0%,"Bordkomfur, indbygningsovn, emhætte, mikrobølgeovn, køle-/ fryseskab, vaskemaskine",,"2-lag termo, 1-lag glas",2018,Mursten,7.169  , 6.214  kr.
2445,"Peder Hjorts Vej 11, 4. mf.",76.0,Valby,Ejerlejlighed,False,55.662149560212605,12.5120730775579,2500,2.848.000 ,113J00249,,240  m,270  m,1.200  m,,,No,2,4,1,YouSee,151  m2,1906,1.900.000,D,3,,216.000,,,-2%,Opvaskemaskine mrk. Siemens Vaskemaskine mrk. Bosch Tørretumbler mrk. Bosch Amerikansk køleskab mrk. Siemens  Ovn mrk. Siemens,,,2018,,16.591  , 14.403  kr.
2477,"Maribovej 14, st.. tv.",86.0,Valby,Ejerlejlighed,True,55.6667550301062,12.4895300124738,2500,3.795.000 ,1490000097,,200  m,50  m,100  m,,4.000  m,,1,7,,,209  m2,1969,1.250.000,E,,1.813  m2,175.000,,,0%,De på ejendommen tilstedeværende hårde hvidevarer.,,,2018,,6.979  , 6.030  kr.
2478,"Valbygårdsvej 14, 1.",81.0,Valby,Ejerlejlighed,False,55.6615680400947,12.522754603663001,2500,3.498.000 ,1130000065,,5.500  m,700  m,,,1.000  m,,,4,2,,109  m2,1977,770.000,,,1.138  m2,204.100,,,0%,Køleskab + fryser fra Electrolux. Opvaskemaskine fra Bosch. Ovn + kogeplade fra Siemens. Vaskemaskine medfølger ikke.,,,2018,,4.453  , 3.804  kr.
2479,"Søndre Fasanvej 94A, 2. 14.",84.0,Valby,Ejerlejlighed,False,,,2500,2.795.000 ,149K00994,,5.700  m,850  m,,,800  m,,1,3,1,Egen antenne,82  m2,2003,890.000,,,1.216  m2,211.000,,,0%,Køleskab fra Gram. Ovn/Komfur fra Gram. Microovn fra Dantax. Vaskemaskine fra Electrolux.,,,2018,,4.832  , 4.128  kr.
2515,Mansasvej 2,93.0,Valby,Rækkehus,True,55.661411582373894,12.5027212733253,2500,5.298.000 ,1130000072,,2.000  m,100  m,5.200  m,,,,2,5,3,YouSee,242  m2,1700,2.050.000,D,,3.675  m2,725.600,,,0%,Siemens køleskab. Gram skabsfryser. Samsung vaskemaskine. Asko opvaskemaskine.Emhætte.,,,2018,,18.532  , 16.070  kr.
2516,"Clara Pontoppidans Vej 4, 1. th.",100.0,Valby,Ejerlejlighed,True,55.656590406193295,12.5111695409986,2500,3.998.000 ,1130000064,,4.300  m,400  m,,,1.000  m,,1,6,1,Egen antenne,85  m2,1969,570.000,,,1.141  m2,180.900,,,-5%,Gorenje komfur. Vasco microovn. Miele emhætte. Matsui køle/fryseskab.,,,2018,,4.431  , 3.797  kr.
